Folder,Object,Mangled Name,Demangled Name,Start Address
,,_ZN2al29calcNearestAreaObjEdgePosTopYEPN4sead7Vector3IfEEPKNS_7AreaObjERKS2_,"al::calcNearestAreaObjEdgePosTopY(sead::Vector3<float> *,al::AreaObj const*,sead::Vector3<float> const&)",0x7100805354
,,_ZN2al30calcNearestAreaObjEdgeRateTopYEPKNS_7AreaObjERKN4sead7Vector3IfEE,"al::calcNearestAreaObjEdgeRateTopY(al::AreaObj const*,sead::Vector3<float> const&)",0x710080548c
,,_ZN2al20calcAreaObjCenterPosEPN4sead7Vector3IfEEPKNS_7AreaObjE,"al::calcAreaObjCenterPos(sead::Vector3<float> *,al::AreaObj const*)",0x7100805680
,,_ZN2al28checkAreaObjCollisionByArrowEPN4sead7Vector3IfEES3_PKNS_7AreaObjERKS2_S8_,"al::checkAreaObjCollisionByArrow(sead::Vector3<float> *,sead::Vector3<float> *,al::AreaObj const*,sead::Vector3<float> const&,sead::Vector3<float> const&)",0x71008056bc
,,_ZN2al19calcFindAreaSurfaceEPKNS_11IUseAreaObjEPKcPN4sead7Vector3IfEES8_RKS7_SA_,"al::calcFindAreaSurface(al::IUseAreaObj const*,char const*,sead::Vector3<float> *,sead::Vector3<float> *,sead::Vector3<float> const&,sead::Vector3<float> const&)",0x71008056dc
,,_ZN2al19calcFindAreaSurfaceEPKNS_11IUseAreaObjEPKcPN4sead7Vector3IfEES8_RKS7_SA_f,"al::calcFindAreaSurface(al::IUseAreaObj const*,char const*,sead::Vector3<float> *,sead::Vector3<float> *,sead::Vector3<float> const&,sead::Vector3<float> const&,float)",0x71008057e0
,AreaShape.o,_ZN2al9AreaShapeC2Ev,al::AreaShape::AreaShape(void),0x71008058fc
,,_ZN2al9AreaShape13setBaseMtxPtrEPKN4sead8Matrix34IfEE,al::AreaShape::setBaseMtxPtr(sead::Matrix34<float> const*),0x7100805920
,,_ZN2al9AreaShape8setScaleERKN4sead7Vector3IfEE,al::AreaShape::setScale(sead::Vector3<float> const&),0x7100805928
,,_ZNK2al9AreaShape12calcLocalPosEPN4sead7Vector3IfEERKS3_,"al::AreaShape::calcLocalPos(sead::Vector3<float> *,sead::Vector3<float> const&)const",0x7100805944
,,_ZNK2al9AreaShape12calcWorldPosEPN4sead7Vector3IfEERKS3_,"al::AreaShape::calcWorldPos(sead::Vector3<float> *,sead::Vector3<float> const&)const",0x7100805a20
,,_ZNK2al9AreaShape12calcWorldDirEPN4sead7Vector3IfEERKS3_,"al::AreaShape::calcWorldDir(sead::Vector3<float> *,sead::Vector3<float> const&)const",0x7100805b4c
,,_ZNK2al9AreaShape9calcTransEPN4sead7Vector3IfEE,al::AreaShape::calcTrans(sead::Vector3<float> *)const,0x7100805c74
,,_ZN2al16AreaShapeFactoryC2EPKc,al::AreaShapeFactory::AreaShapeFactory(char const*),0x7100805cb4
,,_ZNK2al7FactoryIPFPNS_9AreaShapeEvEE11convertNameEPKc,al::Factory<al::AreaShape * (*)(void)>::convertName(char const*)const,0x7100805ce0
,,_ZN2al23createAreaShapeFunctionINS_17AreaShapeCubeBaseEEEPNS_9AreaShapeEv,al::AreaShape * al::createAreaShapeFunction<al::AreaShapeCubeBase>(void),0x7100805ce8
,,_ZN2al23createAreaShapeFunctionINS_19AreaShapeCubeCenterEEEPNS_9AreaShapeEv,al::AreaShape * al::createAreaShapeFunction<al::AreaShapeCubeCenter>(void),0x7100805d28
,,_ZN2al23createAreaShapeFunctionINS_16AreaShapeCubeTopEEEPNS_9AreaShapeEv,al::AreaShape * al::createAreaShapeFunction<al::AreaShapeCubeTop>(void),0x7100805d68
,,_ZN2al23createAreaShapeFunctionINS_13AreaShapeOvalEEEPNS_9AreaShapeEv,al::AreaShape * al::createAreaShapeFunction<al::AreaShapeOval>(void),0x7100805da8
,,_ZN2al23createAreaShapeFunctionINS_21AreaShapeCylinderBaseEEEPNS_9AreaShapeEv,al::AreaShape * al::createAreaShapeFunction<al::AreaShapeCylinderBase>(void),0x7100805dd4
,,_ZN2al23createAreaShapeFunctionINS_23AreaShapeCylinderCenterEEEPNS_9AreaShapeEv,al::AreaShape * al::createAreaShapeFunction<al::AreaShapeCylinderCenter>(void),0x7100805e14
,,_ZN2al23createAreaShapeFunctionINS_20AreaShapeCylinderTopEEEPNS_9AreaShapeEv,al::AreaShape * al::createAreaShapeFunction<al::AreaShapeCylinderTop>(void),0x7100805e54
,,_ZN2al23createAreaShapeFunctionINS_17AreaShapeInfiniteEEEPNS_9AreaShapeEv,al::AreaShape * al::createAreaShapeFunction<al::AreaShapeInfinite>(void),0x7100805e94
,AreaShapeCube.o,_ZN2al13AreaShapeCubeC2ENS0_10OriginTypeE,al::AreaShapeCube::AreaShapeCube(al::AreaShapeCube::OriginType),0x7100805ec0
,,_ZNK2al13AreaShapeCube20calcLocalBoundingBoxEPN4sead9BoundBox3IfEE,al::AreaShapeCube::calcLocalBoundingBox(sead::BoundBox3<float> *)const,0x7100805ef8
,,_ZNK2al13AreaShapeCube10isInVolumeERKN4sead7Vector3IfEE,al::AreaShapeCube::isInVolume(sead::Vector3<float> const&)const,0x7100805f9c
,,_ZNK2al13AreaShapeCube16isInVolumeOffsetERKN4sead7Vector3IfEEf,"al::AreaShapeCube::isInVolumeOffset(sead::Vector3<float> const&,float)const",0x710080606c
,,_ZNK2al13AreaShapeCube20calcNearestEdgePointEPN4sead7Vector3IfEERKS3_,"al::AreaShapeCube::calcNearestEdgePoint(sead::Vector3<float> *,sead::Vector3<float> const&)const",0x71008061e4
,,_ZNK2al13AreaShapeCube15isInLocalVolumeERKN4sead7Vector3IfEE,al::AreaShapeCube::isInLocalVolume(sead::Vector3<float> const&)const,0x710080643c
,,_ZNK2al13AreaShapeCube19checkArrowCollisionEPN4sead7Vector3IfEES4_RKS3_S6_,"al::AreaShapeCube::checkArrowCollision(sead::Vector3<float> *,sead::Vector3<float> *,sead::Vector3<float> const&,sead::Vector3<float> const&)const",0x71008064c8
,AreaShapeSphere.o,_ZN2al15AreaShapeSphereC2Ev,al::AreaShapeSphere::AreaShapeSphere(void),0x7100806af4
,,_ZNK2al15AreaShapeSphere20calcLocalBoundingBoxEPN4sead9BoundBox3IfEE,al::AreaShapeSphere::calcLocalBoundingBox(sead::BoundBox3<float> *)const,0x7100806b24
,,_ZNK2al15AreaShapeSphere10isInVolumeERKN4sead7Vector3IfEE,al::AreaShapeSphere::isInVolume(sead::Vector3<float> const&)const,0x7100806b48
,,_ZNK2al15AreaShapeSphere16isInVolumeOffsetERKN4sead7Vector3IfEEf,"al::AreaShapeSphere::isInVolumeOffset(sead::Vector3<float> const&,float)const",0x7100806bc4
,,_ZNK2al15AreaShapeSphere20calcNearestEdgePointEPN4sead7Vector3IfEERKS3_,"al::AreaShapeSphere::calcNearestEdgePoint(sead::Vector3<float> *,sead::Vector3<float> const&)const",0x7100806c50
,,_ZNK2al15AreaShapeSphere19checkArrowCollisionEPN4sead7Vector3IfEES4_RKS3_S6_,"al::AreaShapeSphere::checkArrowCollision(sead::Vector3<float> *,sead::Vector3<float> *,sead::Vector3<float> const&,sead::Vector3<float> const&)const",0x7100806d10
,AreaShapeOval.o,_ZN2al13AreaShapeOvalC2Ev,al::AreaShapeOval::AreaShapeOval(void),0x7100806d18
,,_ZNK2al13AreaShapeOval10isInVolumeERKN4sead7Vector3IfEE,al::AreaShapeOval::isInVolume(sead::Vector3<float> const&)const,0x7100806d48
,,_ZNK2al13AreaShapeOval16isInVolumeOffsetERKN4sead7Vector3IfEEf,"al::AreaShapeOval::isInVolumeOffset(sead::Vector3<float> const&,float)const",0x7100806db4
,,_ZNK2al13AreaShapeOval20calcNearestEdgePointEPN4sead7Vector3IfEERKS3_,"al::AreaShapeOval::calcNearestEdgePoint(sead::Vector3<float> *,sead::Vector3<float> const&)const",0x7100806e58
,,_ZNK2al13AreaShapeOval19checkArrowCollisionEPN4sead7Vector3IfEES4_RKS3_S6_,"al::AreaShapeOval::checkArrowCollision(sead::Vector3<float> *,sead::Vector3<float> *,sead::Vector3<float> const&,sead::Vector3<float> const&)const",0x7100806f18
,AreaShapeCylinder.o,_ZN2al17AreaShapeCylinderC1ENS0_10OriginTypeE,al::AreaShapeCylinder::AreaShapeCylinder(al::AreaShapeCylinder::OriginType),0x710080703c
,,_ZNK2al17AreaShapeCylinder20calcLocalBoundingBoxEPN4sead9BoundBox3IfEE,al::AreaShapeCylinder::calcLocalBoundingBox(sead::BoundBox3<float> *)const,0x7100807074
,,_ZNK2al17AreaShapeCylinder10isInVolumeERKN4sead7Vector3IfEE,al::AreaShapeCylinder::isInVolume(sead::Vector3<float> const&)const,0x7100807118
,,_ZNK2al17AreaShapeCylinder16isInVolumeOffsetERKN4sead7Vector3IfEEf,"al::AreaShapeCylinder::isInVolumeOffset(sead::Vector3<float> const&,float)const",0x71008071dc
,,_ZNK2al17AreaShapeCylinder20calcNearestEdgePointEPN4sead7Vector3IfEERKS3_,"al::AreaShapeCylinder::calcNearestEdgePoint(sead::Vector3<float> *,sead::Vector3<float> const&)const",0x7100807328
,,_ZNK2al17AreaShapeCylinder19checkArrowCollisionEPN4sead7Vector3IfEES4_RKS3_S6_,"al::AreaShapeCylinder::checkArrowCollision(sead::Vector3<float> *,sead::Vector3<float> *,sead::Vector3<float> const&,sead::Vector3<float> const&)const",0x7100807458
,AreaShapeInfinite.o,_ZN2al17AreaShapeInfiniteC2Ev,al::AreaShapeInfinite::AreaShapeInfinite(void),0x7100807578
,,_ZNK2al17AreaShapeInfinite10isInVolumeERKN4sead7Vector3IfEE,al::AreaShapeInfinite::isInVolume(sead::Vector3<float> const&)const,0x71008075a8
,,_ZNK2al17AreaShapeInfinite16isInVolumeOffsetERKN4sead7Vector3IfEEf,"al::AreaShapeInfinite::isInVolumeOffset(sead::Vector3<float> const&,float)const",0x71008075b0
,,_ZNK2al17AreaShapeInfinite20calcNearestEdgePointEPN4sead7Vector3IfEERKS3_,"al::AreaShapeInfinite::calcNearestEdgePoint(sead::Vector3<float> *,sead::Vector3<float> const&)const",0x71008075b8
,,_ZNK2al17AreaShapeInfinite19checkArrowCollisionEPN4sead7Vector3IfEES4_RKS3_S6_,"al::AreaShapeInfinite::checkArrowCollision(sead::Vector3<float> *,sead::Vector3<float> *,sead::Vector3<float> const&,sead::Vector3<float> const&)const",0x71008075c0
,,_ZNK2al17AreaShapeInfinite20calcLocalBoundingBoxEPN4sead9BoundBox3IfEE,al::AreaShapeInfinite::calcLocalBoundingBox(sead::BoundBox3<float> *)const,0x71008075c8
,,_ZNK2al13AreaShapeOval20calcLocalBoundingBoxEPN4sead9BoundBox3IfEE,al::AreaShapeOval::calcLocalBoundingBox(sead::BoundBox3<float> *)const,0x71008075d0
,SwitchAreaDirector.o,_ZN2al18SwitchAreaDirector9tryCreateEPNS_15AreaObjDirectorEPKNS_12PlayerHolderEPKNS_14CameraDirectorEii,"al::SwitchAreaDirector::tryCreate(al::AreaObjDirector *,al::PlayerHolder const*,al::CameraDirector const*,int,int)",0x71008075d8
,,_ZN2al18SwitchAreaDirector6updateEv,al::SwitchAreaDirector::update(void),0x710080763c
,,_ZN2al18SwitchAreaDirector7endInitEv,al::SwitchAreaDirector::endInit(void),0x71008076d8
,,_ZN2al18SwitchAreaDirector25registerSwitchOnAreaGroupEPNS_17SwitchOnAreaGroupE,al::SwitchAreaDirector::registerSwitchOnAreaGroup(al::SwitchOnAreaGroup *),0x7100807700
,,_ZN2al18SwitchAreaDirector29registerSwitchKeepOnAreaGroupEPNS_21SwitchKeepOnAreaGroupE,al::SwitchAreaDirector::registerSwitchKeepOnAreaGroup(al::SwitchKeepOnAreaGroup *),0x710080772c
,,_ZN2al18SwitchAreaDirectorC2EPNS_15AreaObjDirectorEPKNS_12PlayerHolderEPKNS_14CameraDirectorEii,"al::SwitchAreaDirector::SwitchAreaDirector(al::AreaObjDirector *,al::PlayerHolder const*,al::CameraDirector const*,int,int)",0x7100807758
,,_ZNK2al18SwitchAreaDirector18getAreaObjDirectorEv,al::SwitchAreaDirector::getAreaObjDirector(void)const,0x71008078c8
,SwitchKeepOnAreaGroup.o,_ZN2al20SwitchAreaTargetInfoC1Eii,"al::SwitchAreaTargetInfo::SwitchAreaTargetInfo(int,int)",0x71008078d0
,,_ZN2al20SwitchAreaTargetInfoC1EPN4sead7Vector3IfEEi,"al::SwitchAreaTargetInfo::SwitchAreaTargetInfo(sead::Vector3<float> *,int)",0x710080795c
,,_ZN2al20SwitchAreaTargetInfo6updateEPKNS_12PlayerHolderEPKNS_15SceneCameraInfoE,"al::SwitchAreaTargetInfo::update(al::PlayerHolder const*,al::SceneCameraInfo const*)",0x7100807974
,,_ZN2al21SwitchKeepOnAreaGroupC1EPNS_12AreaObjGroupE,al::SwitchKeepOnAreaGroup::SwitchKeepOnAreaGroup(al::AreaObjGroup *),0x7100807aa0
,,_ZN2al21SwitchKeepOnAreaGroup6updateEPKNS_20SwitchAreaTargetInfoE,al::SwitchKeepOnAreaGroup::update(al::SwitchAreaTargetInfo const*),0x7100807b04
,,_ZN2al21SwitchKeepOnAreaGroup6updateERKN4sead7Vector3IfEE,al::SwitchKeepOnAreaGroup::update(sead::Vector3<float> const&),0x7100807cc0
,,_ZN2al21SwitchKeepOnAreaGroup20selectTargetPosArrayEPbPPN4sead7Vector3IfEEPiPKNS_7AreaObjEPKNS_20SwitchAreaTargetInfoE,"al::SwitchKeepOnAreaGroup::selectTargetPosArray(bool *,sead::Vector3<float> **,int *,al::AreaObj const*,al::SwitchAreaTargetInfo const*)",0x7100807d10
,SwitchOnAreaGroup.o,_ZN2al17SwitchOnAreaGroupC2EPNS_12AreaObjGroupE,al::SwitchOnAreaGroup::SwitchOnAreaGroup(al::AreaObjGroup *),0x7100807dac
,,_ZN2al17SwitchOnAreaGroup6updateEPKN4sead7Vector3IfEEi,"al::SwitchOnAreaGroup::update(sead::Vector3<float> const*,int)",0x7100807dc4
,,_ZN2al17SwitchOnAreaGroup6updateERKN4sead7Vector3IfEE,al::SwitchOnAreaGroup::update(sead::Vector3<float> const&),0x7100807ef8
,,_ZNK2al17SwitchOnAreaGroup19isExternalConditionEv,al::SwitchOnAreaGroup::isExternalCondition(void)const,0x7100807fbc
,TrafficArea.o,_ZN2al11TrafficAreaC2EPKc,al::TrafficArea::TrafficArea(char const*),0x7100807fc4
,,_ZN2al11TrafficAreaC1EPKc,al::TrafficArea::TrafficArea(char const*),0x7100808014
,,_ZN2al11TrafficArea17tryPermitEnterCarEv,al::TrafficArea::tryPermitEnterCar(void),0x7100808070
,,_ZN2al11TrafficArea17tryPermitEnterNpcEv,al::TrafficArea::tryPermitEnterNpc(void),0x71008080a8
,TrafficAreaDirector.o,_ZN2al19TrafficAreaDirectorC2EPKNS_12AreaObjGroupEPKNS_23ITrafficAreaUpdateJudgeE,"al::TrafficAreaDirector::TrafficAreaDirector(al::AreaObjGroup const*,al::ITrafficAreaUpdateJudge const*)",0x71008080e0
,,_ZN2al19TrafficAreaDirector17tryPermitEnterCarERKN4sead7Vector3IfEE,al::TrafficAreaDirector::tryPermitEnterCar(sead::Vector3<float> const&),0x7100808178
,,_ZNK2al19TrafficAreaDirector11tryFindAreaERKN4sead7Vector3IfEE,al::TrafficAreaDirector::tryFindArea(sead::Vector3<float> const&)const,0x7100808200
,,_ZN2al19TrafficAreaDirector36tryPermitEnterNpcAndSyncDrawClippingEPNS_9LiveActorE,al::TrafficAreaDirector::tryPermitEnterNpcAndSyncDrawClipping(al::LiveActor *),0x7100808274
,,_ZN2al19TrafficAreaDirector7executeEv,al::TrafficAreaDirector::execute(void),0x7100808334
,,_ZNK2al19TrafficAreaDirector15getSceneObjNameEv,al::TrafficAreaDirector::getSceneObjName(void)const,0x710080839c
,,_ZN2al19TrafficAreaDirectorD2Ev,al::TrafficAreaDirector::~TrafficAreaDirector(),0x71008083a8
,,_ZN2al19TrafficAreaDirectorD0Ev,al::TrafficAreaDirector::~TrafficAreaDirector(),0x71008083ac
,,_ZThn8_NK2al19TrafficAreaDirector15getSceneObjNameEv,`non-virtual thunk to'al::TrafficAreaDirector::getSceneObjName(void)const,0x71008083b0
,,_ZThn8_N2al19TrafficAreaDirectorD1Ev,`non-virtual thunk to'al::TrafficAreaDirector::~TrafficAreaDirector(),0x71008083bc
,,_ZThn8_N2al19TrafficAreaDirectorD0Ev,`non-virtual thunk to'al::TrafficAreaDirector::~TrafficAreaDirector(),0x71008083c0
Library/Audio/System,AudioKeeper.o,_ZN2al11AudioKeeperC1EPKNS_13AudioDirectorE,al::AudioKeeper::AudioKeeper(al::AudioDirector const*),0x71008083c8
,,_ZN2al11AudioKeeper12initSeKeeperEPKNS_13AudioDirectorEPKcPKN4sead7Vector3IfEEPKNS6_8Matrix34IfEEPKNS_11ModelKeeperEPNS_14CameraDirectorE,"al::AudioKeeper::initSeKeeper(al::AudioDirector const*,char const*,sead::Vector3<float> const*,sead::Matrix34<float> const*,al::ModelKeeper const*,al::CameraDirector *)",0x7100808408
,,_ZN2al11AudioKeeper13initBgmKeeperEPKNS_13AudioDirectorEPKc,"al::AudioKeeper::initBgmKeeper(al::AudioDirector const*,char const*)",0x7100808438
,,_ZN2al11AudioKeeper8validateEv,al::AudioKeeper::validate(void),0x7100808464
,,_ZN2al11AudioKeeper10invalidateEv,al::AudioKeeper::invalidate(void),0x7100808474
,,_ZN2al11AudioKeeper12startClippedEv,al::AudioKeeper::startClipped(void),0x7100808484
,,_ZN2al11AudioKeeper10endClippedEv,al::AudioKeeper::endClipped(void),0x7100808494
,,_ZN2al11AudioKeeper6appearEv,al::AudioKeeper::appear(void),0x71008084a4
,,_ZN2al11AudioKeeper4killEv,al::AudioKeeper::kill(void),0x71008084b4
,,_ZN21alAudioKeeperFunction17createAudioKeeperEPKN2al13AudioDirectorE,alAudioKeeperFunction::createAudioKeeper(al::AudioDirector const*),0x71008084c4
,,_ZN21alAudioKeeperFunction17createAudioKeeperEPKN2al13AudioDirectorEPKcS5_,"alAudioKeeperFunction::createAudioKeeper(al::AudioDirector const*,char const*,char const*)",0x7100808520
,,_ZN2al11AudioKeeperD2Ev,al::AudioKeeper::~AudioKeeper(),0x71008085cc
,,_ZN2al11AudioKeeperD0Ev,al::AudioKeeper::~AudioKeeper(),0x71008085d0
,,_ZN2al30AudioGeneralPurposeAreaCheckerC2EPKc,al::AudioGeneralPurposeAreaChecker::AudioGeneralPurposeAreaChecker(char const*),0x71008085d4
,,_ZN2al30AudioGeneralPurposeAreaChecker4initEPNS_15AreaObjDirectorE,al::AudioGeneralPurposeAreaChecker::init(al::AreaObjDirector *),0x71008085f8
,,_ZN2al30AudioGeneralPurposeAreaChecker5resetEv,al::AudioGeneralPurposeAreaChecker::reset(void),0x7100808600
,,_ZN2al30AudioGeneralPurposeAreaChecker6updateEv,al::AudioGeneralPurposeAreaChecker::update(void),0x7100808614
,,_ZNK2al30AudioGeneralPurposeAreaChecker23tryFindAreaObjPlayerOneEPPNS_7AreaObjE,al::AudioGeneralPurposeAreaChecker::tryFindAreaObjPlayerOne(al::AreaObj **)const,0x7100808738
,,_ZNK2al30AudioGeneralPurposeAreaChecker8isInAreaEv,al::AudioGeneralPurposeAreaChecker::isInArea(void)const,0x7100808830
,,_ZNK2al30AudioGeneralPurposeAreaChecker18isInvaridByOneTimeEv,al::AudioGeneralPurposeAreaChecker::isInvaridByOneTime(void)const,0x7100808878
,,_ZN2al30AudioGeneralPurposeAreaChecker15setPlayerHolderEPKNS_12PlayerHolderE,al::AudioGeneralPurposeAreaChecker::setPlayerHolder(al::PlayerHolder const*),0x71008088d0
,,_ZNK2al30AudioGeneralPurposeAreaChecker18getIntArgInCurAreaEPKc,al::AudioGeneralPurposeAreaChecker::getIntArgInCurArea(char const*)const,0x71008088d8
,,_ZNK2al30AudioGeneralPurposeAreaChecker20getFloatArgInCurAreaEPKc,al::AudioGeneralPurposeAreaChecker::getFloatArgInCurArea(char const*)const,0x7100808918
,,_ZNK2al30AudioGeneralPurposeAreaChecker19getBoolArgInCurAreaEPKc,al::AudioGeneralPurposeAreaChecker::getBoolArgInCurArea(char const*)const,0x7100808958
,,_ZNK2al30AudioGeneralPurposeAreaChecker21getStringArgInCurAreaEPKc,al::AudioGeneralPurposeAreaChecker::getStringArgInCurArea(char const*)const,0x71008089a0
,,_ZNK2al30AudioGeneralPurposeAreaChecker34getStringArgInCurAreaWithAreaCheckEPKc,al::AudioGeneralPurposeAreaChecker::getStringArgInCurAreaWithAreaCheck(char const*)const,0x71008089e0
,,_ZNK2al30AudioGeneralPurposeAreaChecker19getIntArgInPastAreaEPKc,al::AudioGeneralPurposeAreaChecker::getIntArgInPastArea(char const*)const,0x7100808a38
,,_ZNK2al30AudioGeneralPurposeAreaChecker22getStringArgInPastAreaEPKc,al::AudioGeneralPurposeAreaChecker::getStringArgInPastArea(char const*)const,0x7100808a78
,,_ZNK2al30AudioGeneralPurposeAreaChecker21tryGetIntArgInCurAreaEPiPKc,"al::AudioGeneralPurposeAreaChecker::tryGetIntArgInCurArea(int *,char const*)const",0x7100808ab8
,,_ZNK2al30AudioGeneralPurposeAreaChecker24tryGetStringArgInCurAreaEPPKcS2_,"al::AudioGeneralPurposeAreaChecker::tryGetStringArgInCurArea(char const**,char const*)const",0x7100808ad4
,,_ZNK2al30AudioGeneralPurposeAreaChecker18getAreaObjDirectorEv,al::AudioGeneralPurposeAreaChecker::getAreaObjDirector(void)const,0x7100808af0
,AudioSystem.o,_ZN21alAudioSystemFunction18getAudioSystemInfoEPKN2al14GameSystemInfoE,alAudioSystemFunction::getAudioSystemInfo(al::GameSystemInfo const*),0x7100808af8
,,_ZN21alAudioSystemFunction13getSeDataBaseEPKN2al13AudioDirectorE,alAudioSystemFunction::getSeDataBase(al::AudioDirector const*),0x7100808b04
,,_ZN21alAudioSystemFunction14getBgmDataBaseEPKN2al13AudioDirectorE,alAudioSystemFunction::getBgmDataBase(al::AudioDirector const*),0x7100808b1c
,,_ZN21alAudioSystemFunction28tryGetAudioStationedResourceEPKcS1_,"alAudioSystemFunction::tryGetAudioStationedResource(char const*,char const*)",0x7100808b38
,,_ZN21alAudioSystemFunction33tryGetAudioDebugStationedResourceEPKcS1_,"alAudioSystemFunction::tryGetAudioDebugStationedResource(char const*,char const*)",0x7100808b84
,,_ZN21alAudioSystemFunction22addAudiioFrameProccessEPN2al13AudioDirectorEPN3aal18IAudioFrameProcessE,"alAudioSystemFunction::addAudiioFrameProccess(al::AudioDirector *,aal::IAudioFrameProcess *)",0x7100808bd0
,,_ZN21alAudioSystemFunction25removeAudiioFrameProccessEPN2al13AudioDirectorEPN3aal18IAudioFrameProcessE,"alAudioSystemFunction::removeAudiioFrameProccess(al::AudioDirector *,aal::IAudioFrameProcess *)",0x7100808bd4
,,_ZN21alAudioSystemFunction24tryLoadAddonSoundArchiveEPKcPN2al15SeadAudioPlayerE,"alAudioSystemFunction::tryLoadAddonSoundArchive(char const*,al::SeadAudioPlayer *)",0x7100808bd8
,,sub_7100808CC0,,0x7100808cc0
,,_ZN21alAudioSystemFunction17loadAudioResourceEPKcPN2al22AudioInfoListWithPartsINS2_26AudioResourceLoadGroupInfoEEEPNS2_15SeadAudioPlayerES8_,"alAudioSystemFunction::loadAudioResource(char const*,al::AudioInfoListWithParts<al::AudioResourceLoadGroupInfo> *,al::SeadAudioPlayer *,al::SeadAudioPlayer *)",0x7100808ea4
,,_ZN2al16tryFindAudioInfoINS_26AudioResourceLoadGroupInfoEEEPKT_PKNS_22AudioInfoListWithPartsIS2_EEPKc,"al::AudioResourceLoadGroupInfo const* al::tryFindAudioInfo<al::AudioResourceLoadGroupInfo>(al::AudioInfoListWithParts<al::AudioResourceLoadGroupInfo> const*,char const*)",0x7100808f84
,,sub_7100809108,,0x7100809108
,,_ZN21alAudioSystemFunction20destroyAudioResourceEPKcPN2al22AudioInfoListWithPartsINS2_26AudioResourceLoadGroupInfoEEEPNS2_15SeadAudioPlayerES8_,"alAudioSystemFunction::destroyAudioResource(char const*,al::AudioInfoListWithParts<al::AudioResourceLoadGroupInfo> *,al::SeadAudioPlayer *,al::SeadAudioPlayer *)",0x7100809480
,,_ZN21alAudioSystemFunction48tryFindAudioPlayerRegistedSoundMemoryPoolHandlerEPKcPN2al15SeadAudioPlayerES4_,"alAudioSystemFunction::tryFindAudioPlayerRegistedSoundMemoryPoolHandler(char const*,al::SeadAudioPlayer *,al::SeadAudioPlayer *)",0x71008097e4
,,_ZN21alAudioSystemFunction32tryDisableSoundMemoryPoolHandlerEPKcPN2al15SeadAudioPlayerE,"alAudioSystemFunction::tryDisableSoundMemoryPoolHandler(char const*,al::SeadAudioPlayer *)",0x7100809838
,,_ZN21alAudioSystemFunction42tryDisableSoundMemoryPoolHandlerByFilePathEPKcPN2al15SeadAudioPlayerE,"alAudioSystemFunction::tryDisableSoundMemoryPoolHandlerByFilePath(char const*,al::SeadAudioPlayer *)",0x7100809894
,,_ZN21alAudioSystemFunction25setPadRumbleDirectorForSeEPN2al13AudioDirectorEPNS0_17PadRumbleDirectorE,"alAudioSystemFunction::setPadRumbleDirectorForSe(al::AudioDirector *,al::PadRumbleDirector *)",0x7100809928
,,_ZN21alAudioSystemFunction23getSeadAudioPlayerForSeEPKN2al11AudioSystemE,alAudioSystemFunction::getSeadAudioPlayerForSe(al::AudioSystem const*),0x7100809934
,,_ZN21alAudioSystemFunction24getSeadAudioPlayerForBgmEPKN2al11AudioSystemE,alAudioSystemFunction::getSeadAudioPlayerForBgm(al::AudioSystem const*),0x7100809978
,,_ZN21alAudioSystemFunction27tryCreateBgmMusicalInfoListEPKcPN2al11BgmDataBaseE,"alAudioSystemFunction::tryCreateBgmMusicalInfoList(char const*,al::BgmDataBase *)",0x71008099bc
,,_ZN21alAudioSystemFunction12stopAllSoundEPKN2al13AudioDirectorEib,"alAudioSystemFunction::stopAllSound(al::AudioDirector const*,int,bool)",0x7100809da0
,,_ZN21alAudioSystemFunction18pauseAudioDirectorEPN2al13AudioDirectorEbj,"alAudioSystemFunction::pauseAudioDirector(al::AudioDirector *,bool,unsigned int)",0x7100809df0
,,_ZN21alAudioSystemFunction26pauseAudioDirectorForDebugEPN2al13AudioDirectorEbj,"alAudioSystemFunction::pauseAudioDirectorForDebug(al::AudioDirector *,bool,unsigned int)",0x7100809e20
,,_ZN21alAudioSystemFunction16pauseBgmDirectorEPN2al13AudioDirectorEbj,"alAudioSystemFunction::pauseBgmDirector(al::AudioDirector *,bool,unsigned int)",0x7100809e50
,,_ZN21alAudioSystemFunction17pauseAllSeForDemoEPKN2al13AudioDirectorEbj,"alAudioSystemFunction::pauseAllSeForDemo(al::AudioDirector const*,bool,unsigned int)",0x7100809e80
